Véhicule,Norme EURO,Mois,KM parcourus,Émissions CO2 (kg)
IVECO MEX 58602-A-11,EURO 5,2,0,
IVECO MEX 58602-A-11,EURO 5,3,0,
IVECO MEX 58602-A-11,EURO 5,4,0,
IVECO MEX 58602-A-11,EURO 5,5,0,
IVECO MEX 58602-A-11,EURO 5,6,0,
IVECO MEX 58602-A-11,EURO 5,7,0,
IVECO MEX 58602-A-11,EURO 5,8,0,
IVECO MEX 58602-A-11,EURO 5,9,0,
IVECO MEX 58602-A-11,EURO 5,10,0,
IVECO MEX 58602-A-11,EURO 5,11,0,
IVECO MEX 58602-A-11,EURO 5,12,0,
IVECO MEX 58607-A-11,EURO 5,1,7473,1203.153
IVECO MEX 58607-A-11,EURO 5,2,0,
IVECO MEX 58607-A-11,EURO 5,3,0,
IVECO MEX 58607-A-11,EURO 5,4,0,
IVECO MEX 58607-A-11,EURO 5,5,0,
IVECO MEX 58607-A-11,EURO 5,6,0,
IVECO MEX 58607-A-11,EURO 5,7,0,
IVECO MEX 58607-A-11,EURO 5,8,0,
IVECO MEX 58607-A-11,EURO 5,9,0,
IVECO MEX 58607-A-11,EURO 5,10,0,
IVECO MEX 58607-A-11,EURO 5,11,0,
IVECO MEX 58607-A-11,EURO 5,12,0,
IVECO MEX 59220-A-11,EURO 5,1,3658,588.938
IVECO MEX 59220-A-11,EURO 5,2,0,
IVECO MEX 59220-A-11,EURO 5,3,0,
IVECO MEX 59220-A-11,EURO 5,4,0,
IVECO MEX 59220-A-11,EURO 5,5,0,
IVECO MEX 59220-A-11,EURO 5,6,0,
IVECO MEX 59220-A-11,EURO 5,7,0,
IVECO MEX 59220-A-11,EURO 5,8,0,
IVECO MEX 59220-A-11,EURO 5,9,0,
IVECO MEX 59220-A-11,EURO 5,10,0,
IVECO MEX 59220-A-11,EURO 5,11,0,
IVECO MEX 59220-A-11,EURO 5,12,0,
IVECO MEX 59221-A-11,EURO 5,1,4087,658.007
IVECO MEX 59221-A-11,EURO 5,2,0,
IVECO MEX 59221-A-11,EURO 5,3,0,
IVECO MEX 59221-A-11,EURO 5,4,0,
IVECO MEX 59221-A-11,EURO 5,5,0,
IVECO MEX 59221-A-11,EURO 5,6,0,
IVECO MEX 59221-A-11,EURO 5,7,0,
IVECO MEX 59221-A-11,EURO 5,8,0,
IVECO MEX 59221-A-11,EURO 5,9,0,
IVECO MEX 59221-A-11,EURO 5,10,0,
IVECO MEX 59221-A-11,EURO 5,11,0,
IVECO MEX 59221-A-11,EURO 5,12,0,
IVECO MEX 59219-A-11,EURO 5,1,6755,1087.555
IVECO MEX 59219-A-11,EURO 5,2,0,
IVECO MEX 59219-A-11,EURO 5,3,0,
IVECO MEX 59219-A-11,EURO 5,4,0,
IVECO MEX 59219-A-11,EURO 5,5,0,
IVECO MEX 59219-A-11,EURO 5,6,0,
IVECO MEX 59219-A-11,EURO 5,7,0,
IVECO MEX 59219-A-11,EURO 5,8,0,
IVECO MEX 59219-A-11,EURO 5,9,0,
IVECO MEX 59219-A-11,EURO 5,10,0,
IVECO MEX 59219-A-11,EURO 5,11,0,
IVECO MEX 59219-A-11,EURO 5,12,0,
IVECO MEX 59218-A-11,EURO 5,1,2980,479.78
IVECO MEX 59218-A-11,EURO 5,2,0,
IVECO MEX 59218-A-11,EURO 5,3,0,
IVECO MEX 59218-A-11,EURO 5,4,0,
IVECO MEX 59218-A-11,EURO 5,5,0,
IVECO MEX 59218-A-11,EURO 5,6,0,
IVECO MEX 59218-A-11,EURO 5,7,0,
IVECO MEX 59218-A-11,EURO 5,8,0,
IVECO MEX 59218-A-11,EURO 5,9,0,
IVECO MEX 59218-A-11,EURO 5,10,0,
IVECO MEX 59218-A-11,EURO 5,11,0,
IVECO MEX 59218-A-11,EURO 5,12,0,
HYUNDAI MEX  59651-A-11,EURO 5,1,6578,1348.49
HYUNDAI MEX  59651-A-11,EURO 5,2,0,
HYUNDAI MEX  59651-A-11,EURO 5,3,0,
HYUNDAI MEX  59651-A-11,EURO 5,4,0,
HYUNDAI MEX  59651-A-11,EURO 5,5,0,
HYUNDAI MEX  59651-A-11,EURO 5,6,0,
HYUNDAI MEX  59651-A-11,EURO 5,7,0,
HYUNDAI MEX  59651-A-11,EURO 5,8,0,
HYUNDAI MEX  59651-A-11,EURO 5,9,0,
HYUNDAI MEX  59651-A-11,EURO 5,10,0,
HYUNDAI MEX  59651-A-11,EURO 5,11,0,
HYUNDAI MEX  59651-A-11,EURO 5,12,0,
HYUNDAI MEX  59653-A-11,EURO 5,1,11237,2303.585
HYUNDAI MEX  59653-A-11,EURO 5,2,0,
HYUNDAI MEX  59653-A-11,EURO 5,3,0,
HYUNDAI MEX  59653-A-11,EURO 5,4,0,
HYUNDAI MEX  59653-A-11,EURO 5,5,0,
HYUNDAI MEX  59653-A-11,EURO 5,6,0,
HYUNDAI MEX  59653-A-11,EURO 5,7,0,
HYUNDAI MEX  59653-A-11,EURO 5,8,0,
HYUNDAI MEX  59653-A-11,EURO 5,9,0,
HYUNDAI MEX  59653-A-11,EURO 5,10,0,
HYUNDAI MEX  59653-A-11,EURO 5,11,0,
HYUNDAI MEX  59653-A-11,EURO 5,12,0,
HYUNDAI MEX  59652-A-11,EURO 5,1,7485,1534.425
HYUNDAI MEX  59652-A-11,EURO 5,2,0,
HYUNDAI MEX  59652-A-11,EURO 5,3,0,
HYUNDAI MEX  59652-A-11,EURO 5,4,0,
HYUNDAI MEX  59652-A-11,EURO 5,5,0,
HYUNDAI MEX  59652-A-11,EURO 5,6,0,
HYUNDAI MEX  59652-A-11,EURO 5,7,0,
HYUNDAI MEX  59652-A-11,EURO 5,8,0,
HYUNDAI MEX  59652-A-11,EURO 5,9,0,
HYUNDAI MEX  59652-A-11,EURO 5,10,0,
HYUNDAI MEX  59652-A-11,EURO 5,11,0,
HYUNDAI MEX  59652-A-11,EURO 5,12,0,
HYUNDAI MEX  59654-A-11,EURO 5,1,5264,1079.12
HYUNDAI MEX  59654-A-11,EURO 5,2,0,
HYUNDAI MEX  59654-A-11,EURO 5,3,0,
HYUNDAI MEX  59654-A-11,EURO 5,4,0,
HYUNDAI MEX  59654-A-11,EURO 5,5,0,
HYUNDAI MEX  59654-A-11,EURO 5,6,0,
HYUNDAI MEX  59654-A-11,EURO 5,7,0,
HYUNDAI MEX  59654-A-11,EURO 5,8,0,
HYUNDAI MEX  59654-A-11,EURO 5,9,0,
HYUNDAI MEX  59654-A-11,EURO 5,10,0,
HYUNDAI MEX  59654-A-11,EURO 5,11,0,
HYUNDAI MEX  59654-A-11,EURO 5,12,0,
HYUNDAI MEX  59945-A-11,EURO 5,1,10104,2071.32
HYUNDAI MEX  59945-A-11,EURO 5,2,0,
HYUNDAI MEX  59945-A-11,EURO 5,3,0,
HYUNDAI MEX  59945-A-11,EURO 5,4,0,
HYUNDAI MEX  59945-A-11,EURO 5,5,0,
HYUNDAI MEX  59945-A-11,EURO 5,6,0,
HYUNDAI MEX  59945-A-11,EURO 5,7,0,
HYUNDAI MEX  59945-A-11,EURO 5,8,0,
HYUNDAI MEX  59945-A-11,EURO 5,9,0,
HYUNDAI MEX  59945-A-11,EURO 5,10,0,
HYUNDAI MEX  59945-A-11,EURO 5,11,0,
HYUNDAI MEX  59945-A-11,EURO 5,12,0,
HYUNDAI MEX  59946-A-11,EURO 5,1,10541,2160.905
HYUNDAI MEX  59946-A-11,EURO 5,2,0,
HYUNDAI MEX  59946-A-11,EURO 5,3,0,
HYUNDAI MEX  59946-A-11,EURO 5,4,0,
HYUNDAI MEX  59946-A-11,EURO 5,5,0,
HYUNDAI MEX  59946-A-11,EURO 5,6,0,
HYUNDAI MEX  59946-A-11,EURO 5,7,0,
HYUNDAI MEX  59946-A-11,EURO 5,8,0,
HYUNDAI MEX  59946-A-11,EURO 5,9,0,
HYUNDAI MEX  59946-A-11,EURO 5,10,0,
HYUNDAI MEX  59946-A-11,EURO 5,11,0,
HYUNDAI MEX  59946-A-11,EURO 5,12,0,
HYUNDAI MEX  59947-A-11,EURO 5,1,8406,1723.23
HYUNDAI MEX  59947-A-11,EURO 5,2,0,
HYUNDAI MEX  59947-A-11,EURO 5,3,0,
HYUNDAI MEX  59947-A-11,EURO 5,4,0,
HYUNDAI MEX  59947-A-11,EURO 5,5,0,
HYUNDAI MEX  59947-A-11,EURO 5,6,0,
HYUNDAI MEX  59947-A-11,EURO 5,7,0,
HYUNDAI MEX  59947-A-11,EURO 5,8,0,
HYUNDAI MEX  59947-A-11,EURO 5,9,0,
HYUNDAI MEX  59947-A-11,EURO 5,10,0,
HYUNDAI MEX  59947-A-11,EURO 5,11,0,
HYUNDAI MEX  59947-A-11,EURO 5,12,0,
HYUNDAI MEX  59948-A-11,EURO 5,1,8497,1741.885
HYUNDAI MEX  59948-A-11,EURO 5,2,0,
HYUNDAI MEX  59948-A-11,EURO 5,3,0,
HYUNDAI MEX  59948-A-11,EURO 5,4,0,
HYUNDAI MEX  59948-A-11,EURO 5,5,0,
HYUNDAI MEX  59948-A-11,EURO 5,6,0,
HYUNDAI MEX  59948-A-11,EURO 5,7,0,
HYUNDAI MEX  59948-A-11,EURO 5,8,0,
HYUNDAI MEX  59948-A-11,EURO 5,9,0,
HYUNDAI MEX  59948-A-11,EURO 5,10,0,
HYUNDAI MEX  59948-A-11,EURO 5,11,0,
HYUNDAI MEX  59948-A-11,EURO 5,12,0,
HYUNDAI MEX  59949-A-11,EURO 5,1,7453,1527.865
HYUNDAI MEX  59949-A-11,EURO 5,2,0,
HYUNDAI MEX  59949-A-11,EURO 5,3,0,
HYUNDAI MEX  59949-A-11,EURO 5,4,0,
HYUNDAI MEX  59949-A-11,EURO 5,5,0,
HYUNDAI MEX  59949-A-11,EURO 5,6,0,
HYUNDAI MEX  59949-A-11,EURO 5,7,0,
HYUNDAI MEX  59949-A-11,EURO 5,8,0,
HYUNDAI MEX  59949-A-11,EURO 5,9,0,
HYUNDAI MEX  59949-A-11,EURO 5,10,0,
HYUNDAI MEX  59949-A-11,EURO 5,11,0,
HYUNDAI MEX  59949-A-11,EURO 5,12,0,
HYUNDAI MEX 59950-A-11,EURO 5,1,11793,2417.565
HYUNDAI MEX 59950-A-11,EURO 5,2,0,
HYUNDAI MEX 59950-A-11,EURO 5,3,0,
HYUNDAI MEX 59950-A-11,EURO 5,4,0,
HYUNDAI MEX 59950-A-11,EURO 5,5,0,
HYUNDAI MEX 59950-A-11,EURO 5,6,0,
HYUNDAI MEX 59950-A-11,EURO 5,7,0,
HYUNDAI MEX 59950-A-11,EURO 5,8,0,
HYUNDAI MEX 59950-A-11,EURO 5,9,0,
HYUNDAI MEX 59950-A-11,EURO 5,10,0,
HYUNDAI MEX 59950-A-11,EURO 5,11,0,
HYUNDAI MEX 59950-A-11,EURO 5,12,0,
HYUNDAI MEX  59951-A-11,EURO 5,1,8740,1791.7
HYUNDAI MEX  59951-A-11,EURO 5,2,0,
HYUNDAI MEX  59951-A-11,EURO 5,3,0,
HYUNDAI MEX  59951-A-11,EURO 5,4,0,
HYUNDAI MEX  59951-A-11,EURO 5,5,0,
HYUNDAI MEX  59951-A-11,EURO 5,6,0,
HYUNDAI MEX  59951-A-11,EURO 5,7,0,
HYUNDAI MEX  59951-A-11,EURO 5,8,0,
HYUNDAI MEX  59951-A-11,EURO 5,9,0,
HYUNDAI MEX  59951-A-11,EURO 5,10,0,
HYUNDAI MEX  59951-A-11,EURO 5,11,0,
HYUNDAI MEX  59951-A-11,EURO 5,12,0,
HYUNDAI MEX  59952-A-11,EURO 5,1,6243,1279.815
HYUNDAI MEX  59952-A-11,EURO 5,2,0,
HYUNDAI MEX  59952-A-11,EURO 5,3,0,
HYUNDAI MEX  59952-A-11,EURO 5,4,0,
HYUNDAI MEX  59952-A-11,EURO 5,5,0,
HYUNDAI MEX  59952-A-11,EURO 5,6,0,
HYUNDAI MEX  59952-A-11,EURO 5,7,0,
HYUNDAI MEX  59952-A-11,EURO 5,8,0,
HYUNDAI MEX  59952-A-11,EURO 5,9,0,
HYUNDAI MEX  59952-A-11,EURO 5,10,0,
HYUNDAI MEX  59952-A-11,EURO 5,11,0,
HYUNDAI MEX  59952-A-11,EURO 5,12,0,
HYUNDAI MEX  59953-A-11,EURO 5,1,6687,1370.835
HYUNDAI MEX  59953-A-11,EURO 5,2,0,
HYUNDAI MEX  59953-A-11,EURO 5,3,0,
HYUNDAI MEX  59953-A-11,EURO 5,4,0,
HYUNDAI MEX  59953-A-11,EURO 5,5,0,
HYUNDAI MEX  59953-A-11,EURO 5,6,0,
HYUNDAI MEX  59953-A-11,EURO 5,7,0,
HYUNDAI MEX  59953-A-11,EURO 5,8,0,
HYUNDAI MEX  59953-A-11,EURO 5,9,0,
HYUNDAI MEX  59953-A-11,EURO 5,10,0,
HYUNDAI MEX  59953-A-11,EURO 5,11,0,
HYUNDAI MEX  59953-A-11,EURO 5,12,0,
HYUNDAI MEX  59954-A-11,EURO 5,1,10322,2116.01
HYUNDAI MEX  59954-A-11,EURO 5,2,0,
HYUNDAI MEX  59954-A-11,EURO 5,3,0,
HYUNDAI MEX  59954-A-11,EURO 5,4,0,
HYUNDAI MEX  59954-A-11,EURO 5,5,0,
HYUNDAI MEX  59954-A-11,EURO 5,6,0,
HYUNDAI MEX  59954-A-11,EURO 5,7,0,
HYUNDAI MEX  59954-A-11,EURO 5,8,0,
HYUNDAI MEX  59954-A-11,EURO 5,9,0,
HYUNDAI MEX  59954-A-11,EURO 5,10,0,
HYUNDAI MEX  59954-A-11,EURO 5,11,0,
HYUNDAI MEX  59954-A-11,EURO 5,12,0,
HYUNDAI MEX  59955-A-11,EURO 5,1,9349,1916.545
HYUNDAI MEX  59955-A-11,EURO 5,2,0,
HYUNDAI MEX  59955-A-11,EURO 5,3,0,
HYUNDAI MEX  59955-A-11,EURO 5,4,0,
HYUNDAI MEX  59955-A-11,EURO 5,5,0,
HYUNDAI MEX  59955-A-11,EURO 5,6,0,
HYUNDAI MEX  59955-A-11,EURO 5,7,0,
HYUNDAI MEX  59955-A-11,EURO 5,8,0,
HYUNDAI MEX  59955-A-11,EURO 5,9,0,
HYUNDAI MEX  59955-A-11,EURO 5,10,0,
HYUNDAI MEX  59955-A-11,EURO 5,11,0,
HYUNDAI MEX  59955-A-11,EURO 5,12,0,
HYUNDAI MEX  59956-A-11,EURO 5,1,7722,1583.01
HYUNDAI MEX  59956-A-11,EURO 5,2,0,
HYUNDAI MEX  59956-A-11,EURO 5,3,0,
HYUNDAI MEX  59956-A-11,EURO 5,4,0,
HYUNDAI MEX  59956-A-11,EURO 5,5,0,
HYUNDAI MEX  59956-A-11,EURO 5,6,0,
HYUNDAI MEX  59956-A-11,EURO 5,7,0,
HYUNDAI MEX  59956-A-11,EURO 5,8,0,
HYUNDAI MEX  59956-A-11,EURO 5,9,0,
HYUNDAI MEX  59956-A-11,EURO 5,10,0,
HYUNDAI MEX  59956-A-11,EURO 5,11,0,
HYUNDAI MEX  59956-A-11,EURO 5,12,0,
HYUNDAI MEX  60807-A-11,EURO 5,1,6212,1273.46
HYUNDAI MEX  60807-A-11,EURO 5,2,0,
HYUNDAI MEX  60807-A-11,EURO 5,3,0,
HYUNDAI MEX  60807-A-11,EURO 5,4,0,
HYUNDAI MEX  60807-A-11,EURO 5,5,0,
HYUNDAI MEX  60807-A-11,EURO 5,6,0,
HYUNDAI MEX  60807-A-11,EURO 5,7,0,
HYUNDAI MEX  60807-A-11,EURO 5,8,0,
HYUNDAI MEX  60807-A-11,EURO 5,9,0,
HYUNDAI MEX  60807-A-11,EURO 5,10,0,
HYUNDAI MEX  60807-A-11,EURO 5,11,0,
HYUNDAI MEX  60807-A-11,EURO 5,12,0,
HYUNDAI MEX  60810-A-11,EURO 5,1,9496,1946.68
HYUNDAI MEX  60810-A-11,EURO 5,2,0,
HYUNDAI MEX  60810-A-11,EURO 5,3,0,
HYUNDAI MEX  60810-A-11,EURO 5,4,0,
HYUNDAI MEX  60810-A-11,EURO 5,5,0,
HYUNDAI MEX  60810-A-11,EURO 5,6,0,
HYUNDAI MEX  60810-A-11,EURO 5,7,0,
HYUNDAI MEX  60810-A-11,EURO 5,8,0,
HYUNDAI MEX  60810-A-11,EURO 5,9,0,
HYUNDAI MEX  60810-A-11,EURO 5,10,0,
HYUNDAI MEX  60810-A-11,EURO 5,11,0,
HYUNDAI MEX  60810-A-11,EURO 5,12,0,
HYUNDAI MEX  60809-A-11,EURO 5,1,7427,1522.535
HYUNDAI MEX  60809-A-11,EURO 5,2,0,
HYUNDAI MEX  60809-A-11,EURO 5,3,0,
HYUNDAI MEX  60809-A-11,EURO 5,4,0,
HYUNDAI MEX  60809-A-11,EURO 5,5,0,
HYUNDAI MEX  60809-A-11,EURO 5,6,0,
HYUNDAI MEX  60809-A-11,EURO 5,7,0,
HYUNDAI MEX  60809-A-11,EURO 5,8,0,
HYUNDAI MEX  60809-A-11,EURO 5,9,0,
HYUNDAI MEX  60809-A-11,EURO 5,10,0,
HYUNDAI MEX  60809-A-11,EURO 5,11,0,
HYUNDAI MEX  60809-A-11,EURO 5,12,0,
HYUNDAI MEX  60808-A-11,EURO 5,1,6381,1308.105
HYUNDAI MEX  60808-A-11,EURO 5,2,0,
HYUNDAI MEX  60808-A-11,EURO 5,3,0,
HYUNDAI MEX  60808-A-11,EURO 5,4,0,
HYUNDAI MEX  60808-A-11,EURO 5,5,0,
HYUNDAI MEX  60808-A-11,EURO 5,6,0,
HYUNDAI MEX  60808-A-11,EURO 5,7,0,
HYUNDAI MEX  60808-A-11,EURO 5,8,0,
HYUNDAI MEX  60808-A-11,EURO 5,9,0,
HYUNDAI MEX  60808-A-11,EURO 5,10,0,
HYUNDAI MEX  60808-A-11,EURO 5,11,0,
HYUNDAI MEX  60808-A-11,EURO 5,12,0,
HYUNDAI MEX  61570-A-11,EURO 5,1,8315,1704.575
HYUNDAI MEX  61570-A-11,EURO 5,2,0,
HYUNDAI MEX  61570-A-11,EURO 5,3,0,
HYUNDAI MEX  61570-A-11,EURO 5,4,0,
HYUNDAI MEX  61570-A-11,EURO 5,5,0,
HYUNDAI MEX  61570-A-11,EURO 5,6,0,
HYUNDAI MEX  61570-A-11,EURO 5,7,0,
HYUNDAI MEX  61570-A-11,EURO 5,8,0,
HYUNDAI MEX  61570-A-11,EURO 5,9,0,
HYUNDAI MEX  61570-A-11,EURO 5,10,0,
HYUNDAI MEX  61570-A-11,EURO 5,11,0,
HYUNDAI MEX  61570-A-11,EURO 5,12,0,
FORD MEX 61859-A-11,EURO 5,1,8440,1578.28
FORD MEX 61859-A-11,EURO 5,2,0,
FORD MEX 61859-A-11,EURO 5,3,0,
FORD MEX 61859-A-11,EURO 5,4,0,
FORD MEX 61859-A-11,EURO 5,5,0,
FORD MEX 61859-A-11,EURO 5,6,0,
FORD MEX 61859-A-11,EURO 5,7,0,
FORD MEX 61859-A-11,EURO 5,8,0,
FORD MEX 61859-A-11,EURO 5,9,0,
FORD MEX 61859-A-11,EURO 5,10,0,
FORD MEX 61859-A-11,EURO 5,11,0,
FORD MEX 61859-A-11,EURO 5,12,0,
FORD MEX 61883-A-11,EURO 5,1,6938,1297.406
FORD MEX 61883-A-11,EURO 5,2,0,
FORD MEX 61883-A-11,EURO 5,3,0,
FORD MEX 61883-A-11,EURO 5,4,0,
FORD MEX 61883-A-11,EURO 5,5,0,
FORD MEX 61883-A-11,EURO 5,6,0,
FORD MEX 61883-A-11,EURO 5,7,0,
FORD MEX 61883-A-11,EURO 5,8,0,
FORD MEX 61883-A-11,EURO 5,9,0,
FORD MEX 61883-A-11,EURO 5,10,0,
FORD MEX 61883-A-11,EURO 5,11,0,
FORD MEX 61883-A-11,EURO 5,12,0,
HYUNDAI MEX  62037-A-11,EURO 5,1,6289,1289.245
HYUNDAI MEX  62037-A-11,EURO 5,2,0,
HYUNDAI MEX  62037-A-11,EURO 5,3,0,
HYUNDAI MEX  62037-A-11,EURO 5,4,0,
HYUNDAI MEX  62037-A-11,EURO 5,5,0,
HYUNDAI MEX  62037-A-11,EURO 5,6,0,
HYUNDAI MEX  62037-A-11,EURO 5,7,0,
HYUNDAI MEX  62037-A-11,EURO 5,8,0,
HYUNDAI MEX  62037-A-11,EURO 5,9,0,
HYUNDAI MEX  62037-A-11,EURO 5,10,0,
HYUNDAI MEX  62037-A-11,EURO 5,11,0,
HYUNDAI MEX  62037-A-11,EURO 5,12,0,
HYUNDAI MEX  62036-A-11,EURO 5,1,9637,1975.585
HYUNDAI MEX  62036-A-11,EURO 5,2,0,
HYUNDAI MEX  62036-A-11,EURO 5,3,0,
HYUNDAI MEX  62036-A-11,EURO 5,4,0,
HYUNDAI MEX  62036-A-11,EURO 5,5,0,
HYUNDAI MEX  62036-A-11,EURO 5,6,0,
HYUNDAI MEX  62036-A-11,EURO 5,7,0,
HYUNDAI MEX  62036-A-11,EURO 5,8,0,
HYUNDAI MEX  62036-A-11,EURO 5,9,0,
HYUNDAI MEX  62036-A-11,EURO 5,10,0,
HYUNDAI MEX  62036-A-11,EURO 5,11,0,
HYUNDAI MEX  62036-A-11,EURO 5,12,0,
HYUNDAI MEX  62034-A-11,EURO 5,1,7356,1507.98
HYUNDAI MEX  62034-A-11,EURO 5,2,0,
HYUNDAI MEX  62034-A-11,EURO 5,3,0,
HYUNDAI MEX  62034-A-11,EURO 5,4,0,
HYUNDAI MEX  62034-A-11,EURO 5,5,0,
HYUNDAI MEX  62034-A-11,EURO 5,6,0,
HYUNDAI MEX  62034-A-11,EURO 5,7,0,
HYUNDAI MEX  62034-A-11,EURO 5,8,0,
HYUNDAI MEX  62034-A-11,EURO 5,9,0,
HYUNDAI MEX  62034-A-11,EURO 5,10,0,
HYUNDAI MEX  62034-A-11,EURO 5,11,0,
HYUNDAI MEX  62034-A-11,EURO 5,12,0,
HYUNDAI MEX  62035-A-11,EURO 5,1,6203,1271.615
HYUNDAI MEX  62035-A-11,EURO 5,2,0,
HYUNDAI MEX  62035-A-11,EURO 5,3,0,
HYUNDAI MEX  62035-A-11,EURO 5,4,0,
HYUNDAI MEX  62035-A-11,EURO 5,5,0,
HYUNDAI MEX  62035-A-11,EURO 5,6,0,
HYUNDAI MEX  62035-A-11,EURO 5,7,0,
HYUNDAI MEX  62035-A-11,EURO 5,8,0,
HYUNDAI MEX  62035-A-11,EURO 5,9,0,
HYUNDAI MEX  62035-A-11,EURO 5,10,0,
HYUNDAI MEX  62035-A-11,EURO 5,11,0,
HYUNDAI MEX  62035-A-11,EURO 5,12,0,
HYUNDAI MEX  62058-A-11,EURO 5,1,7954,1630.57
HYUNDAI MEX  62058-A-11,EURO 5,2,0,
HYUNDAI MEX  62058-A-11,EURO 5,3,0,
HYUNDAI MEX  62058-A-11,EURO 5,4,0,
HYUNDAI MEX  62058-A-11,EURO 5,5,0,
HYUNDAI MEX  62058-A-11,EURO 5,6,0,
HYUNDAI MEX  62058-A-11,EURO 5,7,0,
HYUNDAI MEX  62058-A-11,EURO 5,8,0,
HYUNDAI MEX  62058-A-11,EURO 5,9,0,
HYUNDAI MEX  62058-A-11,EURO 5,10,0,
HYUNDAI MEX  62058-A-11,EURO 5,11,0,
HYUNDAI MEX  62058-A-11,EURO 5,12,0,
HYUNDAI MEX  64201-A-11,EURO 5,1,7253,1486.865
HYUNDAI MEX  64201-A-11,EURO 5,2,0,
HYUNDAI MEX  64201-A-11,EURO 5,3,0,
HYUNDAI MEX  64201-A-11,EURO 5,4,0,
HYUNDAI MEX  64201-A-11,EURO 5,5,0,
HYUNDAI MEX  64201-A-11,EURO 5,6,0,
HYUNDAI MEX  64201-A-11,EURO 5,7,0,
HYUNDAI MEX  64201-A-11,EURO 5,8,0,
HYUNDAI MEX  64201-A-11,EURO 5,9,0,
HYUNDAI MEX  64201-A-11,EURO 5,10,0,
HYUNDAI MEX  64201-A-11,EURO 5,11,0,
HYUNDAI MEX  64201-A-11,EURO 5,12,0,
HYUNDAI MEX  64204-A-11,EURO 5,1,4536,929.88
HYUNDAI MEX  64204-A-11,EURO 5,2,0,
HYUNDAI MEX  64204-A-11,EURO 5,3,0,
HYUNDAI MEX  64204-A-11,EURO 5,4,0,
HYUNDAI MEX  64204-A-11,EURO 5,5,0,
HYUNDAI MEX  64204-A-11,EURO 5,6,0,
HYUNDAI MEX  64204-A-11,EURO 5,7,0,
HYUNDAI MEX  64204-A-11,EURO 5,8,0,
HYUNDAI MEX  64204-A-11,EURO 5,9,0,
HYUNDAI MEX  64204-A-11,EURO 5,10,0,
HYUNDAI MEX  64204-A-11,EURO 5,11,0,
HYUNDAI MEX  64204-A-11,EURO 5,12,0,
HYUNDAI MEX  64205-A-11,EURO 5,1,6343,1300.315
HYUNDAI MEX  64205-A-11,EURO 5,2,0,
HYUNDAI MEX  64205-A-11,EURO 5,3,0,
HYUNDAI MEX  64205-A-11,EURO 5,4,0,
HYUNDAI MEX  64205-A-11,EURO 5,5,0,
HYUNDAI MEX  64205-A-11,EURO 5,6,0,
HYUNDAI MEX  64205-A-11,EURO 5,7,0,
HYUNDAI MEX  64205-A-11,EURO 5,8,0,
HYUNDAI MEX  64205-A-11,EURO 5,9,0,
HYUNDAI MEX  64205-A-11,EURO 5,10,0,
HYUNDAI MEX  64205-A-11,EURO 5,11,0,
HYUNDAI MEX  64205-A-11,EURO 5,12,0,
HYUNDAI MEX  64203-A-11,EURO 5,1,2832,580.56
HYUNDAI MEX  64203-A-11,EURO 5,2,0,
HYUNDAI MEX  64203-A-11,EURO 5,3,0,
HYUNDAI MEX  64203-A-11,EURO 5,4,0,
HYUNDAI MEX  64203-A-11,EURO 5,5,0,
HYUNDAI MEX  64203-A-11,EURO 5,6,0,
HYUNDAI MEX  64203-A-11,EURO 5,7,0,
HYUNDAI MEX  64203-A-11,EURO 5,8,0,
HYUNDAI MEX  64203-A-11,EURO 5,9,0,
HYUNDAI MEX  64203-A-11,EURO 5,10,0,
HYUNDAI MEX  64203-A-11,EURO 5,11,0,
HYUNDAI MEX  64203-A-11,EURO 5,12,0,
HYUNDAI MEX  64202-A-11,EURO 5,1,5711,1170.755
HYUNDAI MEX  64202-A-11,EURO 5,2,0,
HYUNDAI MEX  64202-A-11,EURO 5,3,0,
HYUNDAI MEX  64202-A-11,EURO 5,4,0,
HYUNDAI MEX  64202-A-11,EURO 5,5,0,
HYUNDAI MEX  64202-A-11,EURO 5,6,0,
HYUNDAI MEX  64202-A-11,EURO 5,7,0,
HYUNDAI MEX  64202-A-11,EURO 5,8,0,
HYUNDAI MEX  64202-A-11,EURO 5,9,0,
HYUNDAI MEX  64202-A-11,EURO 5,10,0,
HYUNDAI MEX  64202-A-11,EURO 5,11,0,
HYUNDAI MEX  64202-A-11,EURO 5,12,0,
HYUNDAI MEX  64200-A-11,EURO 5,1,4874,999.17
HYUNDAI MEX  64200-A-11,EURO 5,2,0,
HYUNDAI MEX  64200-A-11,EURO 5,3,0,
HYUNDAI MEX  64200-A-11,EURO 5,4,0,
HYUNDAI MEX  64200-A-11,EURO 5,5,0,
HYUNDAI MEX  64200-A-11,EURO 5,6,0,
HYUNDAI MEX  64200-A-11,EURO 5,7,0,
HYUNDAI MEX  64200-A-11,EURO 5,8,0,
HYUNDAI MEX  64200-A-11,EURO 5,9,0,
HYUNDAI MEX  64200-A-11,EURO 5,10,0,
HYUNDAI MEX  64200-A-11,EURO 5,11,0,
HYUNDAI MEX  64200-A-11,EURO 5,12,0,
HYUNDAI MEX  64199-A-11,EURO 5,1,6630,1359.15
HYUNDAI MEX  64199-A-11,EURO 5,2,0,
HYUNDAI MEX  64199-A-11,EURO 5,3,0,
HYUNDAI MEX  64199-A-11,EURO 5,4,0,
HYUNDAI MEX  64199-A-11,EURO 5,5,0,
HYUNDAI MEX  64199-A-11,EURO 5,6,0,
