Véhicule,Norme EURO,Mois,KM parcourus,Émissions CO2 (kg)
HYUNDAI MEX  49719-A-11,EURO 4,8,0,
HYUNDAI MEX  49719-A-11,EURO 4,9,0,
HYUNDAI MEX  49719-A-11,EURO 4,10,0,
HYUNDAI MEX  49719-A-11,EURO 4,11,0,
HYUNDAI MEX  49719-A-11,EURO 4,12,0,
HYUNDAI MEX  49720-A-11,EURO 4,1,8920,2167.56
HYUNDAI MEX  49720-A-11,EURO 4,2,0,
HYUNDAI MEX  49720-A-11,EURO 4,3,0,
HYUNDAI MEX  49720-A-11,EURO 4,4,0,
HYUNDAI MEX  49720-A-11,EURO 4,5,0,
HYUNDAI MEX  49720-A-11,EURO 4,6,0,
HYUNDAI MEX  49720-A-11,EURO 4,7,0,
HYUNDAI MEX  49720-A-11,EURO 4,8,0,
HYUNDAI MEX  49720-A-11,EURO 4,9,0,
HYUNDAI MEX  49720-A-11,EURO 4,10,0,
HYUNDAI MEX  49720-A-11,EURO 4,11,0,
HYUNDAI MEX  49720-A-11,EURO 4,12,0,
FORD MEX 50293-A-11,EURO 5,1,4884,913.308
FORD MEX 50293-A-11,EURO 5,2,0,
FORD MEX 50293-A-11,EURO 5,3,0,
FORD MEX 50293-A-11,EURO 5,4,0,
FORD MEX 50293-A-11,EURO 5,5,0,
FORD MEX 50293-A-11,EURO 5,6,0,
FORD MEX 50293-A-11,EURO 5,7,0,
FORD MEX 50293-A-11,EURO 5,8,0,
FORD MEX 50293-A-11,EURO 5,9,0,
FORD MEX 50293-A-11,EURO 5,10,0,
FORD MEX 50293-A-11,EURO 5,11,0,
FORD MEX 50293-A-11,EURO 5,12,0,
FORD MEX 50297-A-11,EURO 5,1,8230,1539.01
FORD MEX 50297-A-11,EURO 5,2,0,
FORD MEX 50297-A-11,EURO 5,3,0,
FORD MEX 50297-A-11,EURO 5,4,0,
FORD MEX 50297-A-11,EURO 5,5,0,
FORD MEX 50297-A-11,EURO 5,6,0,
FORD MEX 50297-A-11,EURO 5,7,0,
FORD MEX 50297-A-11,EURO 5,8,0,
FORD MEX 50297-A-11,EURO 5,9,0,
FORD MEX 50297-A-11,EURO 5,10,0,
FORD MEX 50297-A-11,EURO 5,11,0,
FORD MEX 50297-A-11,EURO 5,12,0,
FORD MEX 50307-A-11,EURO 5,1,9624,1799.688
FORD MEX 50307-A-11,EURO 5,2,0,
FORD MEX 50307-A-11,EURO 5,3,0,
FORD MEX 50307-A-11,EURO 5,4,0,
FORD MEX 50307-A-11,EURO 5,5,0,
FORD MEX 50307-A-11,EURO 5,6,0,
FORD MEX 50307-A-11,EURO 5,7,0,
FORD MEX 50307-A-11,EURO 5,8,0,
FORD MEX 50307-A-11,EURO 5,9,0,
FORD MEX 50307-A-11,EURO 5,10,0,
FORD MEX 50307-A-11,EURO 5,11,0,
FORD MEX 50307-A-11,EURO 5,12,0,
FORD MEX 50495-A-11,EURO 5,1,7963,1489.081
FORD MEX 50495-A-11,EURO 5,2,0,
FORD MEX 50495-A-11,EURO 5,3,0,
FORD MEX 50495-A-11,EURO 5,4,0,
FORD MEX 50495-A-11,EURO 5,5,0,
FORD MEX 50495-A-11,EURO 5,6,0,
FORD MEX 50495-A-11,EURO 5,7,0,
FORD MEX 50495-A-11,EURO 5,8,0,
FORD MEX 50495-A-11,EURO 5,9,0,
FORD MEX 50495-A-11,EURO 5,10,0,
FORD MEX 50495-A-11,EURO 5,11,0,
FORD MEX 50495-A-11,EURO 5,12,0,
FORD MEX 50703-A-11,EURO 5,1,5670,1060.29
FORD MEX 50703-A-11,EURO 5,2,0,
FORD MEX 50703-A-11,EURO 5,3,0,
FORD MEX 50703-A-11,EURO 5,4,0,
FORD MEX 50703-A-11,EURO 5,5,0,
FORD MEX 50703-A-11,EURO 5,6,0,
FORD MEX 50703-A-11,EURO 5,7,0,
FORD MEX 50703-A-11,EURO 5,8,0,
FORD MEX 50703-A-11,EURO 5,9,0,
FORD MEX 50703-A-11,EURO 5,10,0,
FORD MEX 50703-A-11,EURO 5,11,0,
FORD MEX 50703-A-11,EURO 5,12,0,
HYUNDAI MEX  50847-A-11,EURO 4,1,4511,1096.173
HYUNDAI MEX  50847-A-11,EURO 4,2,0,
HYUNDAI MEX  50847-A-11,EURO 4,3,0,
HYUNDAI MEX  50847-A-11,EURO 4,4,0,
HYUNDAI MEX  50847-A-11,EURO 4,5,0,
HYUNDAI MEX  50847-A-11,EURO 4,6,0,
HYUNDAI MEX  50847-A-11,EURO 4,7,0,
HYUNDAI MEX  50847-A-11,EURO 4,8,0,
HYUNDAI MEX  50847-A-11,EURO 4,9,0,
HYUNDAI MEX  50847-A-11,EURO 4,10,0,
HYUNDAI MEX  50847-A-11,EURO 4,11,0,
HYUNDAI MEX  50847-A-11,EURO 4,12,0,
HYUNDAI MEX 50908-A-11,EURO 4,1,4726,1148.418
HYUNDAI MEX 50908-A-11,EURO 4,2,0,
HYUNDAI MEX 50908-A-11,EURO 4,3,0,
HYUNDAI MEX 50908-A-11,EURO 4,4,0,
HYUNDAI MEX 50908-A-11,EURO 4,5,0,
HYUNDAI MEX 50908-A-11,EURO 4,6,0,
HYUNDAI MEX 50908-A-11,EURO 4,7,0,
HYUNDAI MEX 50908-A-11,EURO 4,8,0,
HYUNDAI MEX 50908-A-11,EURO 4,9,0,
HYUNDAI MEX 50908-A-11,EURO 4,10,0,
HYUNDAI MEX 50908-A-11,EURO 4,11,0,
HYUNDAI MEX 50908-A-11,EURO 4,12,0,
FORD MEX 50966-A-11,EURO 5,1,5953,1113.211
FORD MEX 50966-A-11,EURO 5,2,0,
FORD MEX 50966-A-11,EURO 5,3,0,
FORD MEX 50966-A-11,EURO 5,4,0,
FORD MEX 50966-A-11,EURO 5,5,0,
FORD MEX 50966-A-11,EURO 5,6,0,
FORD MEX 50966-A-11,EURO 5,7,0,
FORD MEX 50966-A-11,EURO 5,8,0,
FORD MEX 50966-A-11,EURO 5,9,0,
FORD MEX 50966-A-11,EURO 5,10,0,
FORD MEX 50966-A-11,EURO 5,11,0,
FORD MEX 50966-A-11,EURO 5,12,0,
FORD MEX 50967-A-11,EURO 5,1,5902,1103.674
FORD MEX 50967-A-11,EURO 5,2,0,
FORD MEX 50967-A-11,EURO 5,3,0,
FORD MEX 50967-A-11,EURO 5,4,0,
FORD MEX 50967-A-11,EURO 5,5,0,
FORD MEX 50967-A-11,EURO 5,6,0,
FORD MEX 50967-A-11,EURO 5,7,0,
FORD MEX 50967-A-11,EURO 5,8,0,
FORD MEX 50967-A-11,EURO 5,9,0,
FORD MEX 50967-A-11,EURO 5,10,0,
FORD MEX 50967-A-11,EURO 5,11,0,
FORD MEX 50967-A-11,EURO 5,12,0,
HYUNDAI MEX  51043-A-11,EURO 4,1,3659,889.137
HYUNDAI MEX  51043-A-11,EURO 4,2,0,
HYUNDAI MEX  51043-A-11,EURO 4,3,0,
HYUNDAI MEX  51043-A-11,EURO 4,4,0,
HYUNDAI MEX  51043-A-11,EURO 4,5,0,
HYUNDAI MEX  51043-A-11,EURO 4,6,0,
HYUNDAI MEX  51043-A-11,EURO 4,7,0,
HYUNDAI MEX  51043-A-11,EURO 4,8,0,
HYUNDAI MEX  51043-A-11,EURO 4,9,0,
HYUNDAI MEX  51043-A-11,EURO 4,10,0,
HYUNDAI MEX  51043-A-11,EURO 4,11,0,
HYUNDAI MEX  51043-A-11,EURO 4,12,0,
HYUNDAI MEX  51042-A-11,EURO 4,1,7963,1935.009
HYUNDAI MEX  51042-A-11,EURO 4,2,0,
HYUNDAI MEX  51042-A-11,EURO 4,3,0,
HYUNDAI MEX  51042-A-11,EURO 4,4,0,
HYUNDAI MEX  51042-A-11,EURO 4,5,0,
HYUNDAI MEX  51042-A-11,EURO 4,6,0,
HYUNDAI MEX  51042-A-11,EURO 4,7,0,
HYUNDAI MEX  51042-A-11,EURO 4,8,0,
HYUNDAI MEX  51042-A-11,EURO 4,9,0,
HYUNDAI MEX  51042-A-11,EURO 4,10,0,
HYUNDAI MEX  51042-A-11,EURO 4,11,0,
HYUNDAI MEX  51042-A-11,EURO 4,12,0,
HYUNDAI MEX  51156-A-11,EURO 4,1,6499,1579.257
HYUNDAI MEX  51156-A-11,EURO 4,2,0,
HYUNDAI MEX  51156-A-11,EURO 4,3,0,
HYUNDAI MEX  51156-A-11,EURO 4,4,0,
HYUNDAI MEX  51156-A-11,EURO 4,5,0,
HYUNDAI MEX  51156-A-11,EURO 4,6,0,
HYUNDAI MEX  51156-A-11,EURO 4,7,0,
HYUNDAI MEX  51156-A-11,EURO 4,8,0,
HYUNDAI MEX  51156-A-11,EURO 4,9,0,
HYUNDAI MEX  51156-A-11,EURO 4,10,0,
HYUNDAI MEX  51156-A-11,EURO 4,11,0,
HYUNDAI MEX  51156-A-11,EURO 4,12,0,
HYUNDAI MEX  51155-A-11,EURO 4,1,6064,1473.552
HYUNDAI MEX  51155-A-11,EURO 4,2,0,
HYUNDAI MEX  51155-A-11,EURO 4,3,0,
HYUNDAI MEX  51155-A-11,EURO 4,4,0,
HYUNDAI MEX  51155-A-11,EURO 4,5,0,
HYUNDAI MEX  51155-A-11,EURO 4,6,0,
HYUNDAI MEX  51155-A-11,EURO 4,7,0,
HYUNDAI MEX  51155-A-11,EURO 4,8,0,
HYUNDAI MEX  51155-A-11,EURO 4,9,0,
HYUNDAI MEX  51155-A-11,EURO 4,10,0,
HYUNDAI MEX  51155-A-11,EURO 4,11,0,
HYUNDAI MEX  51155-A-11,EURO 4,12,0,
HYUNDAI MEX  51351-A-11,EURO 4,1,8607,2091.501
HYUNDAI MEX  51351-A-11,EURO 4,2,0,
HYUNDAI MEX  51351-A-11,EURO 4,3,0,
HYUNDAI MEX  51351-A-11,EURO 4,4,0,
HYUNDAI MEX  51351-A-11,EURO 4,5,0,
HYUNDAI MEX  51351-A-11,EURO 4,6,0,
HYUNDAI MEX  51351-A-11,EURO 4,7,0,
HYUNDAI MEX  51351-A-11,EURO 4,8,0,
HYUNDAI MEX  51351-A-11,EURO 4,9,0,
HYUNDAI MEX  51351-A-11,EURO 4,10,0,
HYUNDAI MEX  51351-A-11,EURO 4,11,0,
HYUNDAI MEX  51351-A-11,EURO 4,12,0,
HYUNDAI MEX  51352-A-11,EURO 4,1,6941,1686.663
HYUNDAI MEX  51352-A-11,EURO 4,2,0,
HYUNDAI MEX  51352-A-11,EURO 4,3,0,
HYUNDAI MEX  51352-A-11,EURO 4,4,0,
HYUNDAI MEX  51352-A-11,EURO 4,5,0,
HYUNDAI MEX  51352-A-11,EURO 4,6,0,
HYUNDAI MEX  51352-A-11,EURO 4,7,0,
HYUNDAI MEX  51352-A-11,EURO 4,8,0,
HYUNDAI MEX  51352-A-11,EURO 4,9,0,
HYUNDAI MEX  51352-A-11,EURO 4,10,0,
HYUNDAI MEX  51352-A-11,EURO 4,11,0,
HYUNDAI MEX  51352-A-11,EURO 4,12,0,
FORD MEX 51408-A-11,EURO 5,1,8667,1620.729
FORD MEX 51408-A-11,EURO 5,2,0,
FORD MEX 51408-A-11,EURO 5,3,0,
FORD MEX 51408-A-11,EURO 5,4,0,
FORD MEX 51408-A-11,EURO 5,5,0,
FORD MEX 51408-A-11,EURO 5,6,0,
FORD MEX 51408-A-11,EURO 5,7,0,
FORD MEX 51408-A-11,EURO 5,8,0,
FORD MEX 51408-A-11,EURO 5,9,0,
FORD MEX 51408-A-11,EURO 5,10,0,
FORD MEX 51408-A-11,EURO 5,11,0,
FORD MEX 51408-A-11,EURO 5,12,0,
FORD MEX 51717-A-11,EURO 5,1,7567,1415.029
FORD MEX 51717-A-11,EURO 5,2,0,
FORD MEX 51717-A-11,EURO 5,3,0,
FORD MEX 51717-A-11,EURO 5,4,0,
FORD MEX 51717-A-11,EURO 5,5,0,
FORD MEX 51717-A-11,EURO 5,6,0,
FORD MEX 51717-A-11,EURO 5,7,0,
FORD MEX 51717-A-11,EURO 5,8,0,
FORD MEX 51717-A-11,EURO 5,9,0,
FORD MEX 51717-A-11,EURO 5,10,0,
FORD MEX 51717-A-11,EURO 5,11,0,
FORD MEX 51717-A-11,EURO 5,12,0,
FORD MEX 51716-A-11,EURO 5,1,5164,965.668
FORD MEX 51716-A-11,EURO 5,2,0,
FORD MEX 51716-A-11,EURO 5,3,0,
FORD MEX 51716-A-11,EURO 5,4,0,
FORD MEX 51716-A-11,EURO 5,5,0,
FORD MEX 51716-A-11,EURO 5,6,0,
FORD MEX 51716-A-11,EURO 5,7,0,
FORD MEX 51716-A-11,EURO 5,8,0,
FORD MEX 51716-A-11,EURO 5,9,0,
FORD MEX 51716-A-11,EURO 5,10,0,
FORD MEX 51716-A-11,EURO 5,11,0,
FORD MEX 51716-A-11,EURO 5,12,0,
FORD MEX 51907-A-11,EURO 5,1,6983,1305.821
FORD MEX 51907-A-11,EURO 5,2,0,
FORD MEX 51907-A-11,EURO 5,3,0,
FORD MEX 51907-A-11,EURO 5,4,0,
FORD MEX 51907-A-11,EURO 5,5,0,
FORD MEX 51907-A-11,EURO 5,6,0,
FORD MEX 51907-A-11,EURO 5,7,0,
FORD MEX 51907-A-11,EURO 5,8,0,
FORD MEX 51907-A-11,EURO 5,9,0,
FORD MEX 51907-A-11,EURO 5,10,0,
FORD MEX 51907-A-11,EURO 5,11,0,
FORD MEX 51907-A-11,EURO 5,12,0,
HYUNDAI MEX  52028-A-11,EURO 4,1,7864,1910.952
HYUNDAI MEX  52028-A-11,EURO 4,2,0,
HYUNDAI MEX  52028-A-11,EURO 4,3,0,
HYUNDAI MEX  52028-A-11,EURO 4,4,0,
HYUNDAI MEX  52028-A-11,EURO 4,5,0,
HYUNDAI MEX  52028-A-11,EURO 4,6,0,
HYUNDAI MEX  52028-A-11,EURO 4,7,0,
HYUNDAI MEX  52028-A-11,EURO 4,8,0,
HYUNDAI MEX  52028-A-11,EURO 4,9,0,
HYUNDAI MEX  52028-A-11,EURO 4,10,0,
HYUNDAI MEX  52028-A-11,EURO 4,11,0,
HYUNDAI MEX  52028-A-11,EURO 4,12,0,
HYUNDAI MEX  52088-A-11,EURO 4,1,6336,1539.648
HYUNDAI MEX  52088-A-11,EURO 4,2,0,
HYUNDAI MEX  52088-A-11,EURO 4,3,0,
HYUNDAI MEX  52088-A-11,EURO 4,4,0,
HYUNDAI MEX  52088-A-11,EURO 4,5,0,
HYUNDAI MEX  52088-A-11,EURO 4,6,0,
HYUNDAI MEX  52088-A-11,EURO 4,7,0,
HYUNDAI MEX  52088-A-11,EURO 4,8,0,
HYUNDAI MEX  52088-A-11,EURO 4,9,0,
HYUNDAI MEX  52088-A-11,EURO 4,10,0,
HYUNDAI MEX  52088-A-11,EURO 4,11,0,
HYUNDAI MEX  52088-A-11,EURO 4,12,0,
HYUNDAI MEX  52090-A-11,EURO 4,1,7583,1842.669
HYUNDAI MEX  52090-A-11,EURO 4,2,0,
HYUNDAI MEX  52090-A-11,EURO 4,3,0,
HYUNDAI MEX  52090-A-11,EURO 4,4,0,
HYUNDAI MEX  52090-A-11,EURO 4,5,0,
HYUNDAI MEX  52090-A-11,EURO 4,6,0,
HYUNDAI MEX  52090-A-11,EURO 4,7,0,
HYUNDAI MEX  52090-A-11,EURO 4,8,0,
HYUNDAI MEX  52090-A-11,EURO 4,9,0,
HYUNDAI MEX  52090-A-11,EURO 4,10,0,
HYUNDAI MEX  52090-A-11,EURO 4,11,0,
HYUNDAI MEX  52090-A-11,EURO 4,12,0,
HYUNDAI MEX  52089-A-11,EURO 4,1,4149,1008.207
HYUNDAI MEX  52089-A-11,EURO 4,2,0,
HYUNDAI MEX  52089-A-11,EURO 4,3,0,
HYUNDAI MEX  52089-A-11,EURO 4,4,0,
HYUNDAI MEX  52089-A-11,EURO 4,5,0,
HYUNDAI MEX  52089-A-11,EURO 4,6,0,
HYUNDAI MEX  52089-A-11,EURO 4,7,0,
HYUNDAI MEX  52089-A-11,EURO 4,8,0,
HYUNDAI MEX  52089-A-11,EURO 4,9,0,
HYUNDAI MEX  52089-A-11,EURO 4,10,0,
HYUNDAI MEX  52089-A-11,EURO 4,11,0,
HYUNDAI MEX  52089-A-11,EURO 4,12,0,
FORD MEX 52140-A-11,EURO 5,1,7097,1327.139
FORD MEX 52140-A-11,EURO 5,2,0,
FORD MEX 52140-A-11,EURO 5,3,0,
FORD MEX 52140-A-11,EURO 5,4,0,
FORD MEX 52140-A-11,EURO 5,5,0,
FORD MEX 52140-A-11,EURO 5,6,0,
FORD MEX 52140-A-11,EURO 5,7,0,
FORD MEX 52140-A-11,EURO 5,8,0,
FORD MEX 52140-A-11,EURO 5,9,0,
FORD MEX 52140-A-11,EURO 5,10,0,
FORD MEX 52140-A-11,EURO 5,11,0,
FORD MEX 52140-A-11,EURO 5,12,0,
HYUNDAI MEX  52142-A-11,EURO 4,1,8734,2122.362
HYUNDAI MEX  52142-A-11,EURO 4,2,0,
HYUNDAI MEX  52142-A-11,EURO 4,3,0,
HYUNDAI MEX  52142-A-11,EURO 4,4,0,
HYUNDAI MEX  52142-A-11,EURO 4,5,0,
HYUNDAI MEX  52142-A-11,EURO 4,6,0,
HYUNDAI MEX  52142-A-11,EURO 4,7,0,
HYUNDAI MEX  52142-A-11,EURO 4,8,0,
HYUNDAI MEX  52142-A-11,EURO 4,9,0,
HYUNDAI MEX  52142-A-11,EURO 4,10,0,
HYUNDAI MEX  52142-A-11,EURO 4,11,0,
HYUNDAI MEX  52142-A-11,EURO 4,12,0,
HYUNDAI MEX  52141-A-11,EURO 4,1,4787,1163.241
HYUNDAI MEX  52141-A-11,EURO 4,2,0,
HYUNDAI MEX  52141-A-11,EURO 4,3,0,
HYUNDAI MEX  52141-A-11,EURO 4,4,0,
HYUNDAI MEX  52141-A-11,EURO 4,5,0,
HYUNDAI MEX  52141-A-11,EURO 4,6,0,
HYUNDAI MEX  52141-A-11,EURO 4,7,0,
HYUNDAI MEX  52141-A-11,EURO 4,8,0,
HYUNDAI MEX  52141-A-11,EURO 4,9,0,
HYUNDAI MEX  52141-A-11,EURO 4,10,0,
HYUNDAI MEX  52141-A-11,EURO 4,11,0,
HYUNDAI MEX  52141-A-11,EURO 4,12,0,
HYUNDAI MEX  52307-A-11,EURO 4,1,4644,1128.492
HYUNDAI MEX  52307-A-11,EURO 4,2,0,
HYUNDAI MEX  52307-A-11,EURO 4,3,0,
HYUNDAI MEX  52307-A-11,EURO 4,4,0,
HYUNDAI MEX  52307-A-11,EURO 4,5,0,
HYUNDAI MEX  52307-A-11,EURO 4,6,0,
HYUNDAI MEX  52307-A-11,EURO 4,7,0,
HYUNDAI MEX  52307-A-11,EURO 4,8,0,
HYUNDAI MEX  52307-A-11,EURO 4,9,0,
HYUNDAI MEX  52307-A-11,EURO 4,10,0,
HYUNDAI MEX  52307-A-11,EURO 4,11,0,
HYUNDAI MEX  52307-A-11,EURO 4,12,0,
HYUNDAI MEX  52309-A-11,EURO 4,1,10595,2574.585
HYUNDAI MEX  52309-A-11,EURO 4,2,0,
HYUNDAI MEX  52309-A-11,EURO 4,3,0,
HYUNDAI MEX  52309-A-11,EURO 4,4,0,
HYUNDAI MEX  52309-A-11,EURO 4,5,0,
HYUNDAI MEX  52309-A-11,EURO 4,6,0,
HYUNDAI MEX  52309-A-11,EURO 4,7,0,
HYUNDAI MEX  52309-A-11,EURO 4,8,0,
HYUNDAI MEX  52309-A-11,EURO 4,9,0,
HYUNDAI MEX  52309-A-11,EURO 4,10,0,
HYUNDAI MEX  52309-A-11,EURO 4,11,0,
HYUNDAI MEX  52309-A-11,EURO 4,12,0,
HYUNDAI MEX  52308-A-11,EURO 4,1,4644,1128.492
HYUNDAI MEX  52308-A-11,EURO 4,2,0,
HYUNDAI MEX  52308-A-11,EURO 4,3,0,
HYUNDAI MEX  52308-A-11,EURO 4,4,0,
HYUNDAI MEX  52308-A-11,EURO 4,5,0,
HYUNDAI MEX  52308-A-11,EURO 4,6,0,
HYUNDAI MEX  52308-A-11,EURO 4,7,0,
HYUNDAI MEX  52308-A-11,EURO 4,8,0,
HYUNDAI MEX  52308-A-11,EURO 4,9,0,
HYUNDAI MEX  52308-A-11,EURO 4,10,0,
HYUNDAI MEX  52308-A-11,EURO 4,11,0,
HYUNDAI MEX  52308-A-11,EURO 4,12,0,
HYUNDAI MEX  52306-A-11,EURO 4,1,4847,1177.821
HYUNDAI MEX  52306-A-11,EURO 4,2,0,
HYUNDAI MEX  52306-A-11,EURO 4,3,0,
HYUNDAI MEX  52306-A-11,EURO 4,4,0,
HYUNDAI MEX  52306-A-11,EURO 4,5,0,
HYUNDAI MEX  52306-A-11,EURO 4,6,0,
HYUNDAI MEX  52306-A-11,EURO 4,7,0,
HYUNDAI MEX  52306-A-11,EURO 4,8,0,
HYUNDAI MEX  52306-A-11,EURO 4,9,0,
HYUNDAI MEX  52306-A-11,EURO 4,10,0,
HYUNDAI MEX  52306-A-11,EURO 4,11,0,
HYUNDAI MEX  52306-A-11,EURO 4,12,0,
HYUNDAI MEX  52344-A-11,EURO 4,1,4484,1089.612
HYUNDAI MEX  52344-A-11,EURO 4,2,0,
HYUNDAI MEX  52344-A-11,EURO 4,3,0,
HYUNDAI MEX  52344-A-11,EURO 4,4,0,
HYUNDAI MEX  52344-A-11,EURO 4,5,0,
HYUNDAI MEX  52344-A-11,EURO 4,6,0,
HYUNDAI MEX  52344-A-11,EURO 4,7,0,
HYUNDAI MEX  52344-A-11,EURO 4,8,0,
HYUNDAI MEX  52344-A-11,EURO 4,9,0,
HYUNDAI MEX  52344-A-11,EURO 4,10,0,
HYUNDAI MEX  52344-A-11,EURO 4,11,0,
HYUNDAI MEX  52344-A-11,EURO 4,12,0,
HYUNDAI MEX  52343-A-11,EURO 4,1,4468,1085.724
HYUNDAI MEX  52343-A-11,EURO 4,2,0,
HYUNDAI MEX  52343-A-11,EURO 4,3,0,
HYUNDAI MEX  52343-A-11,EURO 4,4,0,
HYUNDAI MEX  52343-A-11,EURO 4,5,0,
HYUNDAI MEX  52343-A-11,EURO 4,6,0,
HYUNDAI MEX  52343-A-11,EURO 4,7,0,
HYUNDAI MEX  52343-A-11,EURO 4,8,0,
HYUNDAI MEX  52343-A-11,EURO 4,9,0,
HYUNDAI MEX  52343-A-11,EURO 4,10,0,
HYUNDAI MEX  52343-A-11,EURO 4,11,0,
HYUNDAI MEX  52343-A-11,EURO 4,12,0,
HYUNDAI MEX 52417-A-11,EURO 4,1,1711,415.773
HYUNDAI MEX 52417-A-11,EURO 4,2,0,
HYUNDAI MEX 52417-A-11,EURO 4,3,0,
HYUNDAI MEX 52417-A-11,EURO 4,4,0,
HYUNDAI MEX 52417-A-11,EURO 4,5,0,
HYUNDAI MEX 52417-A-11,EURO 4,6,0,
HYUNDAI MEX 52417-A-11,EURO 4,7,0,
HYUNDAI MEX 52417-A-11,EURO 4,8,0,
HYUNDAI MEX 52417-A-11,EURO 4,9,0,
HYUNDAI MEX 52417-A-11,EURO 4,10,0,
HYUNDAI MEX 52417-A-11,EURO 4,11,0,
HYUNDAI MEX 52417-A-11,EURO 4,12,0,
HYUNDAI MEX  52418-A-11,EURO 4,1,7218,1753.974
HYUNDAI MEX  52418-A-11,EURO 4,2,0,
HYUNDAI MEX  52418-A-11,EURO 4,3,0,
HYUNDAI MEX  52418-A-11,EURO 4,4,0,
HYUNDAI MEX  52418-A-11,EURO 4,5,0,
HYUNDAI MEX  52418-A-11,EURO 4,6,0,
HYUNDAI MEX  52418-A-11,EURO 4,7,0,
HYUNDAI MEX  52418-A-11,EURO 4,8,0,
HYUNDAI MEX  52418-A-11,EURO 4,9,0,
HYUNDAI MEX  52418-A-11,EURO 4,10,0,
HYUNDAI MEX  52418-A-11,EURO 4,11,0,
HYUNDAI MEX  52418-A-11,EURO 4,12,0,
FORD MEX 52537-A-11,EURO 5,1,446,83.402
FORD MEX 52537-A-11,EURO 5,2,0,
FORD MEX 52537-A-11,EURO 5,3,0,
FORD MEX 52537-A-11,EURO 5,4,0,
FORD MEX 52537-A-11,EURO 5,5,0,
FORD MEX 52537-A-11,EURO 5,6,0,
FORD MEX 52537-A-11,EURO 5,7,0,
FORD MEX 52537-A-11,EURO 5,8,0,
FORD MEX 52537-A-11,EURO 5,9,0,
FORD MEX 52537-A-11,EURO 5,10,0,
FORD MEX 52537-A-11,EURO 5,11,0,
FORD MEX 52537-A-11,EURO 5,12,0,
RENAULT MEX 52502-A-11,EURO 5,1,6772,1496.612
RENAULT MEX 52502-A-11,EURO 5,2,0,
RENAULT MEX 52502-A-11,EURO 5,3,0,
RENAULT MEX 52502-A-11,EURO 5,4,0,
RENAULT MEX 52502-A-11,EURO 5,5,0,
RENAULT MEX 52502-A-11,EURO 5,6,0,
RENAULT MEX 52502-A-11,EURO 5,7,0,
RENAULT MEX 52502-A-11,EURO 5,8,0,
RENAULT MEX 52502-A-11,EURO 5,9,0,
RENAULT MEX 52502-A-11,EURO 5,10,0,
RENAULT MEX 52502-A-11,EURO 5,11,0,
RENAULT MEX 52502-A-11,EURO 5,12,0,
RENAULT MEX 52501-A-11,EURO 5,1,4292,948.532
RENAULT MEX 52501-A-11,EURO 5,2,0,
RENAULT MEX 52501-A-11,EURO 5,3,0,
RENAULT MEX 52501-A-11,EURO 5,4,0,
RENAULT MEX 52501-A-11,EURO 5,5,0,
RENAULT MEX 52501-A-11,EURO 5,6,0,
RENAULT MEX 52501-A-11,EURO 5,7,0,
RENAULT MEX 52501-A-11,EURO 5,8,0,
RENAULT MEX 52501-A-11,EURO 5,9,0,
RENAULT MEX 52501-A-11,EURO 5,10,0,
RENAULT MEX 52501-A-11,EURO 5,11,0,
RENAULT MEX 52501-A-11,EURO 5,12,0,
FORD MEX 52536-A-11,EURO 5,1,6772,1266.364
FORD MEX 52536-A-11,EURO 5,2,0,
FORD MEX 52536-A-11,EURO 5,3,0,
FORD MEX 52536-A-11,EURO 5,4,0,
FORD MEX 52536-A-11,EURO 5,5,0,
FORD MEX 52536-A-11,EURO 5,6,0,
FORD MEX 52536-A-11,EURO 5,7,0,
FORD MEX 52536-A-11,EURO 5,8,0,
FORD MEX 52536-A-11,EURO 5,9,0,
FORD MEX 52536-A-11,EURO 5,10,0,
FORD MEX 52536-A-11,EURO 5,11,0,
FORD MEX 52536-A-11,EURO 5,12,0,
HYUNDAI MEX 52644-A-11,EURO 4,1,6423,1560.789
HYUNDAI MEX 52644-A-11,EURO 4,2,0,
HYUNDAI MEX 52644-A-11,EURO 4,3,0,
HYUNDAI MEX 52644-A-11,EURO 4,4,0,
HYUNDAI MEX 52644-A-11,EURO 4,5,0,
HYUNDAI MEX 52644-A-11,EURO 4,6,0,
HYUNDAI MEX 52644-A-11,EURO 4,7,0,
HYUNDAI MEX 52644-A-11,EURO 4,8,0,
HYUNDAI MEX 52644-A-11,EURO 4,9,0,
HYUNDAI MEX 52644-A-11,EURO 4,10,0,
HYUNDAI MEX 52644-A-11,EURO 4,11,0,
HYUNDAI MEX 52644-A-11,EURO 4,12,0,
HYUNDAI MEX 52643-A-11,EURO 4,1,8071,1961.253
HYUNDAI MEX 52643-A-11,EURO 4,2,0,
HYUNDAI MEX 52643-A-11,EURO 4,3,0,
HYUNDAI MEX 52643-A-11,EURO 4,4,0,
HYUNDAI MEX 52643-A-11,EURO 4,5,0,
HYUNDAI MEX 52643-A-11,EURO 4,6,0,
HYUNDAI MEX 52643-A-11,EURO 4,7,0,
HYUNDAI MEX 52643-A-11,EURO 4,8,0,
HYUNDAI MEX 52643-A-11,EURO 4,9,0,
HYUNDAI MEX 52643-A-11,EURO 4,10,0,
HYUNDAI MEX 52643-A-11,EURO 4,11,0,
HYUNDAI MEX 52643-A-11,EURO 4,12,0,
HYUNDAI MEX  52684-A-11,EURO 4,1,9007,2188.701
HYUNDAI MEX  52684-A-11,EURO 4,2,0,
